"当地时间 杭州市(机场)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.11.2024 11:00";"19.5";"762.8";"766.7";"-0.2";"74";"从西南方吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"22.3";"";"";"2500或更高，或无云。";"";"";"6.0";"14.7";"无降水";"12";"";"";"";"";
"12.11.2024 08:00";"15.1";"763.0";"766.9";"1.2";"89";"从西北方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"";"";"";"2500或更高，或无云。";"";"";"4.5";"13.3";"无降水";"12";"";"";"";"";
"12.11.2024 05:00";"13.4";"761.8";"765.7";"0.3";"96";"从西北偏北方向吹来的风";"1";"";"3";"";"薄雾 ";"";"";"13.4";"22.3";"";"";"2500或更高，或无云。";"";"";"3.1";"12.8";"无降水";"12";"";"";"";"";
"12.11.2024 02:00";"14.4";"761.5";"765.4";"-0.5";"90";"从北方吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"22.3";"";"";"2500或更高，或无云。";"";"";"4.3";"12.8";"无降水";"12";"";"";"";"";
"11.11.2024 23:00";"15.4";"762.0";"765.9";"-0.1";"85";"从西北方吹来的风";"2";"";"4";"";"霾 ";"";"";"13.9";"22.3";"";"";"2500或更高，或无云。";"";"";"5.0";"12.9";"无降水";"12";"";"";"";"";
"11.11.2024 20:00";"17.0";"762.1";"766.0";"0.9";"76";"从西北偏北方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"22.3";"";"";"2500或更高，或无云。";"";"";"8.0";"12.7";"无降水";"12";"";"";"";"";
"11.11.2024 17:00";"18.9";"761.2";"765.1";"0.0";"68";"从西北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"22.3";"";"";"2500或更高，或无云。";"";"";"11.0";"12.9";"无降水";"12";"";"";"";"";
"11.11.2024 14:00";"21.9";"761.2";"765.1";"-1.8";"55";"从北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"22.0";"";"";"2500或更高，或无云。";"";"";"9.0";"12.5";"无降水";"12";"";"";"";"";
"11.11.2024 11:00";"18.8";"763.0";"766.9";"-0.6";"68";"从北方吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"20.3";"";"";"2500或更高，或无云。";"";"";"6.0";"12.8";"无降水";"12";"";"";"";"";
"11.11.2024 08:00";"15.4";"763.6";"767.5";"0.6";"90";"从西北偏西方向吹来的风";"1";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.9";"";"";"";"2500或更高，或无云。";"";"";"4.3";"13.8";"无降水";"12";"";"";"";"";
"11.11.2024 05:00";"14.4";"763.0";"766.9";"0.2";"96";"从西北方吹来的风";"2";"";"3";"";"薄雾 ";"";"";"14.4";"20.3";"";"";"2500或更高，或无云。";"";"";"4.6";"13.8";"无降水";"12";"";"";"";"";
"11.11.2024 02:00";"14.6";"762.8";"766.7";"-0.4";"95";"从北方吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"20.3";"";"";"2500或更高，或无云。";"";"";"5.0";"13.8";"无降水";"12";"";"";"";"";
"10.11.2024 23:00";"14.8";"763.2";"767.1";"0.2";"88";"从西北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.7";"20.3";"";"";"2500或更高，或无云。";"";"";"9.0";"12.8";"无降水";"12";"";"";"";"";
"10.11.2024 20:00";"16.2";"763.0";"766.9";"1.2";"88";"从西北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.2";"20.3";"";"";"2500或更高，或无云。";"";"";"11.0";"14.2";"0.1";"12";"";"";"";"";
"10.11.2024 17:00";"18.8";"761.8";"765.7";"0.6";"81";"从北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"20.7";"";"";"2500或更高，或无云。";"";"";"13.0";"15.5";"0.4";"12";"";"";"";"";
"10.11.2024 14:00";"19.4";"761.2";"765.1";"-1.4";"81";"从西北偏北方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"22.8";"";"";"2500或更高，或无云。";"";"";"9.0";"16.1";"0.4";"12";"";"";"";"";
"10.11.2024 11:00";"17.7";"762.6";"766.5";"0.1";"92";"从西北方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"";"";"";"2500或更高，或无云。";"";"";"5.0";"16.4";"0.4";"12";"";"";"";"";
"10.11.2024 08:00";"17.0";"762.5";"766.4";"0.1";"96";"从西北偏北方向吹来的风";"1";"";"5";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"23.0";"";"";"2500或更高，或无云。";"";"";"4.7";"16.4";"0.3";"12";"";"";"";"";
"10.11.2024 05:00";"17.3";"762.4";"766.3";"0.4";"88";"从北方吹来的风";"2";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"8.0";"15.3";"无降水";"12";"";"";"";"";
"10.11.2024 02:00";"17.7";"762.0";"765.8";"-0.8";"87";"从西北偏北方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"18.0";"15.5";"无降水";"12";"";"";"";"";
"09.11.2024 23:00";"19.1";"762.8";"766.6";"-0.3";"77";"从东北偏东方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"20.0";"15.0";"无降水";"12";"";"";"";"";
"09.11.2024 20:00";"19.7";"763.1";"767.0";"0.9";"78";"从东方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"24.0";"15.8";"无降水";"12";"";"";"";"";
"09.11.2024 17:00";"20.8";"762.2";"766.1";"0.2";"71";"从东北偏东方向吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"25.0";"15.4";"无降水";"12";"";"";"";"";
"09.11.2024 14:00";"22.6";"762.0";"765.8";"-1.6";"65";"从东方吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"23.0";"";"";"2500或更高，或无云。";"";"";"24.0";"15.7";"无降水";"12";"";"";"";"";
"09.11.2024 11:00";"21.3";"763.6";"767.5";"-0.5";"69";"从东南方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.3";"21.3";"";"";"2500或更高，或无云。";"";"";"8.0";"15.4";"无降水";"12";"";"";"";"";
"09.11.2024 08:00";"16.9";"764.1";"768.0";"1.2";"85";"从西北方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.1";"20.3";"";"";"2500或更高，或无云。";"";"";"10.0";"14.4";"无降水";"12";"";"";"";"";
"09.11.2024 05:00";"16.4";"762.9";"766.8";"-0.7";"84";"从西北偏北方向吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.3";"";"";"2500或更高，或无云。";"";"";"13.0";"13.7";"无降水";"12";"";"";"";"";
"09.11.2024 02:00";"16.8";"763.6";"767.5";"-0.7";"80";"从西北偏西方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"20.3";"";"";"2500或更高，或无云。";"";"";"14.0";"13.3";"无降水";"12";"";"";"";"";
"08.11.2024 23:00";"18.0";"764.3";"768.2";"-0.2";"72";"从东北偏北方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.3";"";"";"2500或更高，或无云。";"";"";"21.0";"12.9";"无降水";"12";"";"";"";"";
"08.11.2024 20:00";"18.2";"764.5";"768.4";"0.6";"64";"从东方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.4";"20.3";"";"";"2500或更高，或无云。";"";"";"19.0";"11.3";"无降水";"12";"";"";"";"";
"08.11.2024 17:00";"19.0";"763.9";"767.8";"-0.1";"58";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.4";"20.3";"";"";"2500或更高，或无云。";"";"";"28.0";"10.6";"无降水";"12";"";"";"";"";
"08.11.2024 14:00";"19.4";"764.0";"767.9";"-1.9";"59";"从东北偏东方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.4";"20.3";"";"";"2500或更高，或无云。";"";"";"17.0";"11.2";"无降水";"12";"";"";"";"";
"08.11.2024 11:00";"18.7";"765.9";"769.8";"-0.5";"61";"从东南方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.4";"19.1";"";"";"2500或更高，或无云。";"";"";"19.0";"11.0";"无降水";"12";"";"";"";"";
"08.11.2024 08:00";"13.1";"766.4";"770.4";"0.6";"78";"从西北方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.4";"19.1";"";"";"2500或更高，或无云。";"";"";"14.0";"9.4";"无降水";"12";"";"";"";"";
"08.11.2024 05:00";"10.8";"765.8";"769.8";"-0.5";"92";"从西北偏北方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"13.0";"9.6";"无降水";"12";"";"";"";"";
"08.11.2024 02:00";"11.9";"766.3";"770.3";"-1.0";"85";"从西北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"19.0";"9.5";"无降水";"12";"";"";"";"";
"07.11.2024 23:00";"13.7";"767.3";"771.3";"0.3";"76";"从东北方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"20.0";"9.6";"无降水";"12";"";"";"";"";
"07.11.2024 20:00";"14.6";"767.0";"771.0";"0.7";"65";"从东方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"23.0";"8.1";"无降水";"12";"";"";"";"";
"07.11.2024 17:00";"17.4";"766.3";"770.2";"-0.6";"51";"从东方吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"28.0";"7.2";"无降水";"12";"";"";"";"";
"07.11.2024 14:00";"17.7";"766.9";"770.8";"-1.8";"44";"从东南方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"30.0";"5.3";"无降水";"12";"";"";"";"";
"07.11.2024 11:00";"17.7";"768.7";"772.6";"-0.5";"48";"从北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"21.0";"6.6";"无降水";"12";"";"";"";"";
"07.11.2024 08:00";"12.7";"769.2";"773.2";"1.5";"73";"从西北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.0";"19.1";"";"";"2500或更高，或无云。";"";"";"15.0";"8.0";"无降水";"12";"";"";"";"";
"07.11.2024 05:00";"10.4";"767.7";"771.7";"0.2";"86";"从西北偏北方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.4";"19.1";"";"";"2500或更高，或无云。";"";"";"16.0";"8.2";"无降水";"12";"";"";"";"";
"07.11.2024 02:00";"13.2";"767.5";"771.4";"-0.6";"68";"从北方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"19.1";"";"";"2500或更高，或无云。";"";"";"28.0";"7.4";"无降水";"12";"";"";"";"";
"06.11.2024 23:00";"15.0";"768.1";"772.0";"0.0";"55";"从东北偏东方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.8";"19.1";"";"";"2500或更高，或无云。";"";"";"28.0";"6.0";"无降水";"12";"";"";"";"";
"06.11.2024 20:00";"13.4";"768.1";"772.1";"0.6";"65";"从西北方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"19.1";"";"";"2500或更高，或无云。";"";"";"22.0";"7.0";"无降水";"12";"";"";"";"";
"06.11.2024 17:00";"17.0";"767.5";"771.4";"0.0";"44";"从东北方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"19.1";"";"";"2500或更高，或无云。";"";"";"28.0";"4.7";"无降水";"12";"";"";"";"";
"06.11.2024 14:00";"18.9";"767.5";"771.4";"-1.4";"40";"从北方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"20.2";"";"";"2500或更高，或无云。";"";"";"24.0";"5.0";"无降水";"12";"";"";"";"";
"06.11.2024 11:00";"17.1";"768.9";"772.9";"0.2";"42";"从东方吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"20.4";"";"";"2500或更高，或无云。";"";"";"30.0";"4.1";"无降水";"12";"";"";"";"";
"06.11.2024 08:00";"14.2";"768.7";"772.7";"1.3";"66";"从东北偏北方向吹来的风";"3";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"";"";"";"2500或更高，或无云。";"";"";"19.0";"7.9";"无降水";"12";"";"";"";"";
"06.11.2024 05:00";"11.6";"767.4";"771.4";"0.2";"79";"从北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"11.6";"20.4";"";"";"2500或更高，或无云。";"";"";"24.0";"8.1";"无降水";"12";"";"";"";"";
"06.11.2024 02:00";"12.4";"767.2";"771.1";"0.0";"83";"从西北偏北方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.4";"20.4";"";"";"2500或更高，或无云。";"";"";"14.0";"9.6";"无降水";"12";"";"";"";"";
"05.11.2024 23:00";"13.1";"767.2";"771.1";"0.6";"79";"从西北方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.0";"20.4";"";"";"2500或更高，或无云。";"";"";"16.0";"9.5";"无降水";"12";"";"";"";"";
"05.11.2024 20:00";"14.8";"766.6";"770.5";"1.0";"63";"从北方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.8";"20.4";"";"";"2500或更高，或无云。";"";"";"20.0";"7.8";"无降水";"12";"";"";"";"";
"05.11.2024 17:00";"17.8";"765.6";"769.5";"0.5";"48";"从北方吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"20.4";"";"";"2500或更高，或无云。";"";"";"22.0";"6.7";"无降水";"12";"";"";"";"";
"05.11.2024 14:00";"19.9";"765.1";"769.0";"-1.3";"46";"从北方吹来的风";"5";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"22.4";"";"";"2500或更高，或无云。";"";"";"22.0";"8.0";"无降水";"12";"";"";"";"";
"05.11.2024 11:00";"19.1";"766.4";"770.3";"-0.4";"61";"从东北偏北方向吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"22.6";"";"";"2500或更高，或无云。";"";"";"16.0";"11.4";"无降水";"12";"";"";"";"";
"05.11.2024 08:00";"16.5";"766.8";"770.7";"1.0";"75";"从东北偏北方向吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.7";"";"";"";"2500或更高，或无云。";"";"";"15.0";"12.1";"无降水";"12";"";"";"";"";
"05.11.2024 05:00";"16.2";"765.8";"769.7";"0.1";"79";"从北方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.1";"22.6";"";"";"2500或更高，或无云。";"";"";"14.0";"12.6";"无降水";"12";"";"";"";"";
"05.11.2024 02:00";"17.3";"765.7";"769.6";"";"76";"从东北偏北方向吹来的风";"3";"";"9";"";" ";"";"";"14.1";"22.6";"";"";"";"";"";"11.0";"13.0";"无降水";"6";"";"";"";"";
"04.11.2024 23:00";"18.1";"765.7";"769.6";"1.0";"72";"从东北方吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.1";"22.6";"";"";"2500或更高，或无云。";"";"";"11.0";"13.0";"无降水";"12";"";"";"";"";
"04.11.2024 20:00";"18.3";"764.7";"768.6";"1.3";"75";"从西北偏北方向吹来的风";"2";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"22.6";"";"";"2500或更高，或无云。";"";"";"3.5";"13.8";"无降水";"12";"";"";"";"";
"04.11.2024 17:00";"20.4";"763.4";"767.3";"0.4";"63";"从北方吹来的风";"3";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"22.6";"";"";"2500或更高，或无云。";"";"";"4.3";"13.1";"无降水";"12";"";"";"";"";
"04.11.2024 14:00";"22.3";"763.0";"766.9";"-1.3";"51";"从北方吹来的风";"4";"";"8";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"24.3";"";"";"2500或更高，或无云。";"";"";"6.0";"11.7";"无降水";"12";"";"";"";"";
"04.11.2024 11:00";"21.5";"764.3";"768.2";"-0.1";"62";"从北方吹来的风";"3";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"24.3";"";"";"2500或更高，或无云。";"";"";"4.8";"13.9";"无降水";"12";"";"";"";"";
"04.11.2024 08:00";"15.7";"764.4";"768.3";"1.4";"97";"从北方吹来的风";"1";"";"2";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"";"";"";"2500或更高，或无云。";"";"";"3.0";"15.2";"无降水";"12";"";"";"";"";
"04.11.2024 05:00";"14.3";"763.0";"766.9";"0.3";"98";"从南方吹来的风";"0";"";"2";"";"薄雾 ";"";"";"13.0";"24.3";"";"";"2500或更高，或无云。";"";"";"1.8";"14.0";"无降水";"12";"";"";"";"";
"04.11.2024 02:00";"15.3";"762.7";"766.6";"0.0";"95";"从西北偏北方向吹来的风";"1";"";"3";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"24.3";"";"";"2500或更高，或无云。";"";"";"3.2";"14.5";"无降水";"12";"";"";"";"";
"03.11.2024 23:00";"16.6";"762.7";"766.6";"0.6";"88";"从西北方吹来的风";"1";"";"4";"";"霾 ";"";"";"13.0";"24.3";"";"";"2500或更高，或无云。";"";"";"3.1";"14.6";"无降水";"12";"";"";"";"";
"03.11.2024 20:00";"17.8";"762.1";"766.0";"0.6";"82";"从西北方吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"24.3";"";"";"2500或更高，或无云。";"";"";"5.0";"14.7";"无降水";"12";"";"";"";"";
"03.11.2024 17:00";"19.6";"761.5";"765.4";"0.0";"72";"从南方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"24.3";"";"";"2500或更高，或无云。";"";"";"9.0";"14.4";"无降水";"12";"";"";"";"";
"03.11.2024 14:00";"23.3";"761.5";"765.4";"-1.5";"50";"从南方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"23.6";"";"";"2500或更高，或无云。";"";"";"8.0";"12.3";"无降水";"12";"";"";"";"";
"03.11.2024 11:00";"20.6";"763.0";"766.9";"-0.6";"68";"从东南偏南方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"23.0";"";"";"2500或更高，或无云。";"";"";"4.8";"14.5";"无降水";"12";"";"";"";"";
"03.11.2024 08:00";"15.3";"763.6";"767.5";"0.6";"95";"从西南偏南方向吹来的风";"1";"";"3";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.0";"";"";"";"2500或更高，或无云。";"";"";"6.0";"14.5";"无降水";"12";"";"";"";"";
"03.11.2024 05:00";"13.5";"763.0";"766.9";"-0.5";"99";"从西北偏北方向吹来的风";"1";"";"3";"";"薄雾 ";"";"";"13.5";"23.0";"";"";"2500或更高，或无云。";"";"";"3.5";"13.3";"无降水";"12";"";"";"";"";
"03.11.2024 02:00";"14.2";"763.5";"767.4";"-0.7";"97";"从西南方吹来的风";"1";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.1";"23.0";"";"";"2500或更高，或无云。";"";"";"4.3";"13.7";"无降水";"12";"";"";"";"";
"02.11.2024 23:00";"15.1";"764.2";"768.1";"0.7";"95";"从北方吹来的风";"0";"";"7";"";"薄雾 ";"";"";"14.9";"23.0";"";"";"2500或更高，或无云。";"";"";"4.2";"14.3";"无降水";"12";"";"";"";"";
"02.11.2024 20:00";"17.2";"763.5";"767.4";"0.8";"80";"从西北偏北方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"23.0";"";"";"2500或更高，或无云。";"";"";"13.0";"13.7";"无降水";"12";"";"";"";"";
"02.11.2024 17:00";"20.0";"762.7";"766.6";"0.4";"61";"从北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"23.0";"";"";"2500或更高，或无云。";"";"";"20.0";"12.3";"无降水";"12";"";"";"";"";
"02.11.2024 14:00";"22.9";"762.3";"766.2";"-1.3";"52";"从西北偏北方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"23.0";"";"";"2500或更高，或无云。";"";"";"18.0";"12.5";"无降水";"12";"";"";"";"";
"02.11.2024 11:00";"20.3";"763.6";"767.5";"0.0";"68";"从西北偏西方向吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"20.4";"";"";"2500或更高，或无云。";"";"";"14.0";"14.2";"无降水";"12";"";"";"";"";
"02.11.2024 08:00";"16.9";"763.6";"767.5";"2.2";"80";"从西北方吹来的风";"2";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"18.3";"";"";"2500或更高，或无云。";"";"";"14.0";"13.4";"0.4";"12";"";"";"";"";
"02.11.2024 05:00";"15.1";"761.4";"765.3";"0.4";"87";"从西北偏北方向吹来的风";"3";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.9";"18.3";"";"";"2500或更高，或无云。";"";"";"16.0";"13.0";"4.0";"12";"";"";"";"";
